gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
CS	24	10	1.21133	1.22758	1.05428	1.27477	1.04017	1.37203	1.12483	1.24373	1.1992	1
SEC22B	1	1	1.40039	1.39494	0.741248	0.870612	1.01647	1.15853	0.786859	0.921009	0.918716	1
NTPCR	6	4	1.31178	1.35841	1.09308	1.19525	1.17586	1.24533	1.12309	1.35523	1.2395	1
ACBD3	2	1	1.24455	1.61542	1.04142	0.728666	1.32395	1.58593	0.59648	0.872075	0.756714	1
ARRB1	13	11	1.46085	1.31828	1.21328	1.31778	1.2914	1.4065	1.14628	1.29192	1.28225	1
SDCBP	1	1	1.31835	1.30019	0.980636	1.00638	0.957538	1.16615	0.937108	1.09974	1.07936	1
RPAIN	1	1	1.54333	1.40315	1.12263	1.29128	1.14331	1.35539	1.03445	1.09284	1.18923	1
OGFOD1	18	9	1.13201	1.24246	0.997815	1.22001	1.09568	1.2829	1.0188	1.13522	1.27899	1
DYNC1LI1	13	10	1.36155	1.33818	1.16033	1.25585	1.19727	1.29689	1.0021	1.241	1.17886	1
COMMD10	2	2	1.53718	1.41467	1.25996	1.42165	1.29492	1.45342	1.2423	1.21967	1.29146	1
NUP50	19	14	1.33288	1.5584	1.12639	1.31876	1.17033	1.26937	1.08694	1.25712	1.29583	1
TIMM9	8	4	1.04728	0.988189	0.812765	0.877901	1.01074	1.22329	0.789254	0.889473	0.974221	1
SLC3A2	7	4	0.609384	0.843192	0.235372	0.456682	0.650694	0.773598	0.441119	0.617956	0.481028	1
RNF2	2	1	1.59219	1.21109	0.896678	1.07423	0.985558	1.10331	0.891442	0.943398	1.1253	1
EIF2S3	12	8	1.09596	1.31662	0.836992	0.950665	0.992839	1.15992	0.930909	1.14529	0.980461	1
TUBE1	8	6	1.24756	1.10051	1.07224	1.10018	1.18765	1.24603	1.00842	1.21591	1.24978	1
ARMC7	1	1	1.05028	1.12168	1.05095	1.15078	0.944579	1.09185	1.05042	1.03626	1.11976	1
HNRNPD	4	2	0.850412	1.11741	0.686131	1.10874	0.814241	0.902165	0.63166	0.659062	0.674265	1
FAM120A	2	2	1.21275	1.16514	0.84626	1.17971	1.17289	0.973761	0.938431	1.11096	1.02173	1
DKC1	17	12	1.0168	1.24859	0.671331	1.0232	1.03099	1.04792	0.803386	0.922851	0.889837	1
PRDM2	1	1	0.97386	0.842009	0.843229	1.02308	1.07696	1.04195	1.01632	1.10003	1.34756	1
HEMGN	39	14	1.15672	0.697414	0.872795	1.00813	0.922369	1.00441	0.988848	1.13443	1.23881	1
SLC1A4	2	2	0.432156	0.699308	0.180959	0.367341	0.548459	0.72737	0.376725	0.51634	0.381765	1
SOD2	5	2	1.85688	1.23487	1.33371	1.42046	1.29796	1.04004	1.21308	1.40433	1.40698	1
PTK2	14	11	1.526	1.08024	1.11578	1.33041	1.15547	1.10351	1.21495	1.29294	1.34005	1
ENDOG	3	3	1.43001	1.46245	1.16285	1.30791	1.17105	1.39545	1.06746	1.17344	1.25711	1
CTTN	79	26	1.23549	1.33736	1.0313	1.19371	0.975579	1.14949	0.94889	1.15493	1.1615	1
MAP7	2	2	1.10524	0.937665	0.907329	1.09008	0.959542	1.05622	0.840583	1.0351	1.33252	1
TTC39B	2	2	1.03257	0.974628	0.793535	1.09065	0.948145	1.1425	0.748896	0.913305	0.868156	1
EIF4A2	8	6	1.27767	1.24602	1.00671	1.17027	1.14228	1.32912	1.03123	1.13978	1.29788	1
STRADA	3	3	1.38836	1.2031	1.11205	1.09375	1.18637	1.31562	1.0354	1.29434	1.37984	1
C9orf72	3	3	1.49011	1.38807	1.2031	1.35702	1.24885	1.38425	1.03096	1.28972	1.16906	1
PPP3CB	3	3	1.21583	1.22955	1.08477	1.23223	0.99529	1.26461	1.07352	1.17016	1.29063	1
RPS11	16	8	0.649472	1.2926	0.25846	0.490327	0.757828	0.731621	0.559992	0.755944	0.518928	1
WDR89	4	4	1.1437	0.867784	0.971836	1.02342	1.13258	1.44607	1.09651	1.09183	1.08961	1
FAM204A	1	1	1.30506	1.09293	1.31263	1.1476	0.889268	1.15729	0.972749	0.9842	1.01319	1
G6PD	73	28	1.35262	1.28965	1.07681	1.26562	1.07296	1.25721	1.00694	1.14939	1.15968	1
CNTNAP4	1	1	1.18083	0.711706	0.787046	0.905789	1.04085	1.27737	0.808367	0.651619	0.929119	1
CGGBP1	1	1	0.829458	1.10631	0.305671	0.56315	0.562356	0.734274	0.599145	0.766654	0.800209	1
FAHD2A	19	9	1.17677	1.22211	1.02638	1.16322	1.11427	1.25309	0.967778	1.14361	1.28867	1
LSM8	24	5	1.16487	1.15554	0.975754	1.11074	1.05789	1.17549	0.892119	1.10391	1.11217	1
DCTN2	6	4	1.17494	1.19852	0.775382	0.930597	0.995837	1.06578	0.851647	0.934654	0.907555	1
AP3B1	1	1	1.31772	1.15238	1.03763	1.25355	1.06683	1.15253	0.762765	1.17862	1.23965	1
HEXA	23	8	1.32892	1.22459	1.06544	1.19655	1.16449	1.27104	1.02843	1.1864	1.2179	1
PURA	5	3	0.835589	1.33921	0.478596	0.712998	0.896734	0.896064	0.665945	0.785233	0.658708	1
GSN	4	2	1.38576	1.33161	0.905806	1.20555	0.991812	1.23714	1.05663	1.1686	1.12601	1
IFITM2|IFITM3|IFITM1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPB2	23	17	1.44575	0.953662	0.941216	1.23038	0.994547	1.31856	1.11075	1.20946	1.21265	1
ACTN2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACYP2	3	2	1.30264	1.31205	1.04965	1.26149	1.24762	1.40748	0.983866	1.20433	1.25149	1
WDR4	9	8	1.24453	1.26379	1.19365	1.33326	1.09995	1.23489	1.02283	1.14896	1.19315	1
TMEM33	1	1	1.11105	1.18885	0.483301	0.922565	0.91576	1.05438	0.623097	0.878494	0.752317	1
CYP20A1	1	1	1.42359	0.958086	0.827017	0.842782	0.800794	1.06367	1.0482	1.03539	0.739214	1
UTP15	9	8	1.07219	1.34808	0.865785	1.00808	1.07247	1.22364	0.898682	1.09102	0.96745	1
XPOT	7	6	1.17209	0.895541	0.833626	0.895938	0.872728	0.842149	0.714445	0.958559	0.890004	1
DPH2	6	5	1.27149	1.17708	1.31434	1.58417	1.13814	1.50122	1.21407	1.25641	1.46267	1
CARM1	30	16	1.11889	1.17894	0.909189	1.05977	0.997619	1.1087	0.858988	1.00057	1.05398	1
COMT	4	4	1.21017	1.31814	0.946715	1.11006	1.04178	1.31737	0.964957	1.09269	1.14984	1
SLC38A10	1	1	1.30997	1.20243	0.85589	1.08245	1.08922	1.14544	0.900914	1.20629	1.17066	1
ATF1	3	2	1.20026	1.20465	1.01898	1.01067	1.08909	1.2428	1.03712	1.11082	1.15586	1
CSTA	8	6	1.36494	1.71394	1.30446	1.36893	1.20554	1.06831	0.911382	1.51354	1.12489	1
HBA2	1	1	1.73784	1.23805	1.51814	1.46586	1.14028	1.34824	1.04841	1.17906	1.00254	1
CALCOCO1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFV2	13	6	1.30782	1.44332	1.32814	1.49287	1.19919	1.46376	1.15552	1.31996	1.3056	1
GAK	1	1	1.29802	1.16397	1.13217	1.0331	0.973883	1.22766	0.827619	1.16695	1.01337	1
PPP1R12A	3	3	1.29578	1.01065	0.898025	1.11075	1.00095	1.20245	0.973927	1.12669	1.16617	1
HNRNPDL	10	5	1.37546	1.56118	0.954652	1.09691	1.2347	1.21142	0.999379	1.15203	1.02029	1
PITHD1	30	12	1.26913	1.33119	1.11245	1.242	1.19412	1.24413	1.01117	1.21023	1.17305	1
NUP160	2	2	1.46287	1.09443	1.03757	1.2874	1.24041	1.26948	1.2042	1.20629	1.14702	1
PPIA	32	11	1.21603	1.43666	0.955474	1.09144	0.905783	1.11894	0.913237	1.03888	1.10247	1
LRBA	1	1	1.30291	1.2015	1.14117	1.37511	1.26074	1.14639	1.15055	1.17809	1.18301	1
SPATA22|EPS15L1	5	4	1.48412	1.02574	1.04551	1.38634	1.03315	1.32493	1.20018	1.99882	1.24068	1
SRP14	12	4	1.18603	1.24607	0.934204	1.08961	1.03174	1.14823	0.895479	1.04912	1.0524	1
LYPLAL1	4	3	1.33938	1.26326	1.15474	1.43143	1.101	1.41955	1.27943	1.34664	1.37177	1
ADI1	1	1	1.11001	1.13676	1.19669	1.15928	0.961256	1.11432	0.942856	1.1382	1.11572	1
RNF126	1	1	0.954833	1.16524	0.57865	1.04415	0.958363	1.10626	0.763709	0.985681	1.08704	1
FAU	3	2	0.384767	0.437377	0.120013	0.297342	0.512216	0.742665	0.308288	0.301462	0.384146	1
UFD1L	17	10	1.35444	1.23447	1.10095	1.17755	1.13179	1.3368	0.939789	1.0999	1.09979	1
WDR48	16	14	1.09961	1.22943	0.832847	0.99899	0.883021	1.14581	0.839107	1.01117	0.970648	1
RGS14	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CUX1	2	2	1.49079	1.26848	1.07148	1.34671	1.09272	1.13593	0.983872	1.24836	1.20617	1
SYF2	6	5	1.14156	1.18221	0.880917	1.20414	1.13217	1.2356	0.816706	1.05004	0.943443	1
PPM1J	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JUN	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRPEL1	6	4	2.19806	2.00002	1.30406	1.76565	1.2293	1.66434	1.35349	1.34842	1.38064	1
XPO5	2	2	1.69297	1.31547	1.18872	1.19776	1.26971	1.12128	1.11926	1.32023	1.20368	1
BECN1	2	2	1.54537	1.3399	1.09017	1.27413	1.09962	1.36909	1.25375	1.24391	1.36968	1
FAM96A	10	4	0.774367	0.828082	0.679098	1.42947	0.670423	1.06779	0.647142	0.807582	0.78909	1
HK1	10	10	1.45626	0.894628	1.03706	1.24375	0.948062	1.21639	1.06616	1.1731	1.18588	1
HYPK	22	6	0.997988	1.12496	0.837693	0.929452	0.951832	1.0511	0.789178	0.913089	0.947424	1
RAB20	1	1	1.02229	1.16051	0.844106	1.15429	1.04865	1.27518	0.78953	1.05736	1.11694	1
LYAR	4	3	0.520586	1.14826	0.200634	0.335919	0.586484	0.591794	0.345296	0.570511	0.365201	1
TRIM44	3	2	1.0245	1.13182	0.764402	1.04889	0.806543	1.04317	0.763152	0.967657	1.03838	1
PPOX	2	2	1.67748	1.49245	1.41976	1.52189	1.26484	1.51488	1.24903	1.29789	1.32795	1
GMPR2	7	6	1.22407	1.33615	1.02279	1.16162	1.1532	1.25142	0.943948	1.17301	1.0258	1
TGFBR3	1	1	1.06977	0.998273	0.825161	1.10761	0.914084	1.20662	0.844196	1.09473	1.06902	1
MTHFD2	22	10	1.20228	1.24324	1.02293	1.19265	1.04037	1.19234	0.966383	1.11433	1.04379	1
GFER	1	1	1.49308	1.33159	1.49711	1.46745	1.48579	1.49384	1.23417	1.51936	1.41139	1
NPEPPS	40	25	1.43837	0.773427	1.06247	1.36949	0.84122	1.29812	1.21643	1.28779	1.27987	1
PDIA4	18	14	1.25717	1.33754	0.786659	0.969219	1.03748	1.17146	0.883757	0.947349	0.987912	1
PYCRL	10	6	1.39242	1.4114	1.21375	1.24617	1.13096	1.08785	0.980493	1.29661	1.17651	1
PANK1	1	1	1.55509	1.22785	1.08247	1.19333	1.16781	1.60825	1.36695	1.42384	1.55367	1
ELP5	4	2	0.732143	0.853779	0.537193	0.585376	0.557486	0.560669	0.424777	0.625316	0.918476	1
HEXDC	3	3	1.12852	1.07964	0.977316	1.06509	1.01354	1.11615	0.872254	1.00757	1.09362	1
AES	2	2	1.40675	1.35065	0.961721	1.32462	1.13554	1.27439	0.984573	1.22557	1.33095	1
MAPK3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACP1	1	1	0.779685	1.01213	0.862793	0.868214	0.603751	1.51048	0.761968	0.851276	0.972511	1
PLBD2	7	5	1.35167	1.46428	1.14152	1.25304	1.13348	1.16171	0.961524	1.27343	1.14745	1
THG1L	14	9	1.28204	1.23087	1.02514	1.05389	1.04069	1.12819	0.95962	1.12989	1.19877	1
SLC25A6	1	1	0.631694	1.41227	0.38628	0.36698	0.664862	0.743802	0.429667	0.545174	0.436055	1
NIT2	17	11	1.2594	1.39429	0.971938	1.21472	1.06524	1.18267	0.938878	1.18741	1.1923	1
SPRY4	2	2	0.802509	0.983582	0.887411	1.05436	0.936254	1.02206	0.591947	0.835899	0.973098	1
ACN9	2	2	1.50167	1.42521	1.12429	1.42617	1.32319	1.52269	1.07947	1.31185	1.30204	1
CMC2	1	1	1.57168	1.70667	1.46868	1.41059	1.38863	1.32832	1.1106	1.38183	2.31198	1
ACTB	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXNDC2	4	4	1.38006	0.887916	1.03525	1.2529	1.06093	1.21764	1.14134	1.27051	1.36196	1
GLCCI1	5	5	1.00384	1.07478	0.780688	0.913951	0.70068	1.08032	0.801579	0.883375	1.12337	1
ACCS	4	4	1.2761	1.30755	1.28886	1.27072	1.20265	1.20077	0.901504	1.16064	1.18462	1
ITGB1	3	3	1.11073	0.919979	0.554866	0.765787	0.980081	0.880946	0.750217	0.912678	0.794071	1
SNRPB	30	9	1.20408	1.2844	0.992492	1.09862	1.06528	1.10865	0.910163	1.11518	1.17684	1
YKT6	11	6	1.39243	1.30918	1.20316	1.33723	1.15117	1.2993	1.05735	1.21889	1.16732	1
OGDH	7	7	1.20541	0.940931	0.839296	1.0103	1.05851	1.07889	0.907423	1.07654	1.0342	1
SCAF11	3	3	1.30656	1.15915	0.915496	1.1942	1.20482	1.09374	0.972061	1.08669	1.04425	1
ISG15	1	1	1.31021	1.39406	1.17819	1.07169	1.07921	1.16565	0.939323	1.24306	1.00022	1
PCCB	6	4	1.28542	1.37464	1.05913	1.20553	1.17759	1.27559	1.07856	1.25086	1.18948	1
GLUL	19	12	1.74285	1.66125	1.40057	1.37924	1.30603	1.2045	0.98624	1.20535	1.04324	1
PSMC3	26	15	0.858245	1.03976	0.503424	0.745383	0.857307	0.984696	0.684276	0.90599	0.766188	1
SCLY	14	11	1.27024	1.32193	1.14155	1.21241	1.13174	1.20505	0.975592	1.23462	1.18486	1
PPP2R4	1	1	1.2882	1.1922	1.30398	1.2427	1.01182	1.44962	0.954007	1.26924	0.880757	1
PPP2R4	26	9	1.43223	1.33508	1.13862	1.25677	1.19689	1.38181	1.05455	1.188	1.23735	1
AKR1C1	1	1	1.60997	1.44789	1.12953	1.3621	1.1652	1.21438	0.974783	1.11171	1.03809	1
WDR43	18	11	1.22791	1.41031	0.962284	1.11412	1.03086	1.20657	0.93244	1.20548	0.999867	1
ACOX1	12	8	1.52676	1.54403	1.01146	1.07165	1.26632	1.10281	0.889144	1.07144	1.11566	1
RNASET2	1	1	1.83437	1.52952	1.64905	1.30985	1.56193	1.59957	1.32061	1.53617	1.25481	1
RYR2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZWINT	2	2	0.961704	1.01028	1.02315	0.973912	0.924362	1.09685	0.754309	0.885478	0.976162	1
GPKOW	1	1	1.10059	1.10963	0.98146	0.931151	1.02498	1.20607	0.996645	1.01811	1.18117	1
C6orf57	1	1	1.14572	1.17782	1.25737	1.34093	1.24814	1.04929	0.758188	1.14094	1.33006	1
FGF13	1	1	0.929249	1.18327	1.0527	0.93121	1.09866	1.35847	1.02744	0.954499	1.18535	1
RPA2	13	5	1.26986	1.29349	1.09629	1.23862	1.15724	1.28105	1.05166	1.23095	1.18291	1
DSP	1	1	1.18837	0.628102	1.09559	1.11051	0.855045	0.934796	0.596452	6.62297	0.902628	1
RNMT	21	15	1.21848	1.33113	1.03523	1.25893	1.18596	1.24326	0.983693	1.09527	1.1142	1
DHX15	105	29	1.28702	1.26421	1.06855	1.2148	1.01113	1.24618	1.00257	1.18449	1.21788	1
CNBP	44	10	1.15639	1.28624	1.02782	1.13386	1.13778	1.18058	0.959004	1.15221	1.13227	1
UBAC1	9	6	1.38011	1.3629	1.14749	1.26755	1.07698	1.33504	1.10201	1.16956	1.185	1
CBLB	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBR2	7	7	1.54014	0.914538	1.20231	1.50109	1.33376	0.952398	1.3221	1.40405	1.48124	1
EIF5A	15	5	1.37956	1.45546	1.14966	1.15921	1.21309	1.35134	1.18491	1.19274	1.32989	1
GNB2L1	24	11	0.658349	1.15651	0.326085	0.543669	0.728907	0.793971	0.559457	0.716629	0.559698	1
PDAP1	12	7	1.08533	1.20449	0.782413	0.793207	1.02394	1.04387	0.72789	0.995457	0.847986	1
ATXN7L3	1	1	1.35102	1.79544	1.4721	1.51054	1.35989	1.30093	1.25545	1.64093	1.50259	1
RUVBL1	85	23	1.14457	1.19907	0.819751	1.02135	0.963541	1.07415	0.750683	0.961291	0.959829	1
MEA1	2	2	1.54449	1.78872	1.50384	1.49712	1.49965	1.39277	1.20214	1.35528	1.32636	1
NFE2	1	1	1.3697	1.37343	1.19383	1.20617	1.45769	1.28662	1.06814	1.51506	1.33286	1
SRSF7	5	4	0.988714	1.28965	0.737625	0.858387	0.951749	0.939574	0.754069	0.902079	0.812512	1
LTA4H	33	21	1.47243	1.53649	1.18905	1.31321	1.21432	1.25475	1.03749	1.26809	1.17823	1
CAP1	48	23	1.94446	1.86378	1.6481	1.96532	1.38844	1.93022	1.68683	1.40822	1.55332	1
COMMD6	2	2	1.14674	1.22836	1.13869	1.18252	1.26622	1.38829	1.10449	1.21325	1.2258	1
TRMT11	11	8	1.34642	1.33927	1.08561	1.28555	1.23862	1.29483	1.0173	1.24066	1.16878	1
NT5C2	26	10	1.20181	1.21217	0.986959	1.13347	1.10456	1.25162	0.941165	1.14662	1.1407	1
SEPHS1	21	9	1.27368	1.31035	1.05445	1.14009	1.05773	1.17207	0.850913	1.10824	1.04331	1
C11orf73	3	3	1.73794	1.57399	1.22322	1.36637	1.16676	1.52449	1.17052	1.3516	1.32161	1
CCNK	10	9	1.21246	1.21147	0.905439	1.10547	0.876864	1.23527	0.913621	0.949403	1.08327	1
UCHL3	3	3	1.62276	1.44948	1.20708	1.33918	1.15888	1.25604	1.30574	1.3733	1.60147	1
CENPQ	1	1	1.42475	1.63151	1.40089	1.1241	1.3703	1.40985	1.09998	1.3689	1.37296	1
CARS	1	1	1.52474	1.16352	0.982416	1.07996	0.943349	1.21548	1.08932	1.40642	1.19078	1
HTRA2	10	5	1.46709	1.55398	1.11366	1.30543	1.25271	1.25435	1.10332	1.32135	1.21449	1
ANXA2	57	20	1.96409	1.80551	1.4616	1.45217	1.38098	1.64119	1.60185	1.45651	1.61839	1
RNF7	1	1	1.33336	1.19117	1.01645	1.15772	1.09156	1.21731	0.912901	1.03494	1.07146	1
PDRG1	4	2	0.60396	1.15096	0.395301	0.632695	0.517326	0.568998	0.438816	0.661321	0.956603	1
RB1	33	20	1.22115	0.809157	0.973975	1.15187	1.00679	1.07949	1.01609	1.14456	1.19435	1
ECHS1	5	3	3.06609	2.20694	1.55388	2.10084	1.27556	2.16618	1.86432	1.4951	1.75963	1
PEBP1	54	12	1.15038	1.24506	0.965805	1.21033	1.03261	1.18661	0.854862	1.12738	1.04949	1
C11orf84	1	1	0.97272	0.872777	0.76122	0.88785	0.960043	1.26609	0.835987	1.09427	1.15318	1
CD63	2	2	0.685571	0.888797	0.426955	0.577918	0.753977	0.806112	0.557171	0.784816	0.62473	1
DNAJA1	4	4	1.32852	1.51619	0.903093	1.02841	1.17843	1.26188	0.926449	1.1518	1.06794	1
RRM2	44	15	1.13144	1.18178	1.12843	1.171	1.12053	1.19425	0.997334	1.1857	1.20472	1
TUBB2B	1	1	1.34599	1.32344	0.880923	1.27251	1.29072	1.25854	1.04127	1.14099	1.21593	1
TUBB	43	5	1.06926	1.09262	1.04074	1.16658	1.075	1.13428	0.929571	1.19511	1.10808	1
GAGE12B|GAGE12H|###ZNF106###|GAGE7|GAGE12F|GAGE12G|GAGE12I|GAGE2B|GAGE3|GAGE5|GAGE6|GAGE2A|GAGE2D	1	1	1.33486	1.59394	1.8394	1.94053	1.25378	1.0723	0.617464	0.93056	1.02038	1
KMT2D	2	2	0.811514	0.734015	1.81751	0.889442	0.67939	0.570644	0.592659	0.661067	0.672332	1
RPL15	5	2	0.362754	1.23676	0.0986339	0.205371	0.494261	0.458382	0.226092	0.429922	0.215394	1
MYCBP	6	5	1.47859	1.4696	1.44164	1.46373	1.59471	1.53314	1.0377	1.48985	1.16593	1
HLCS	1	1	1.23296	1.24228	0.88789	0.975441	0.896613	1.06594	0.909268	1.15141	1.00953	1
TSSK4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDV3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NMD3	6	4	0.791689	1.17614	0.722077	0.886919	0.82496	0.921784	0.717771	0.866037	0.916302	1
RPS27L	2	2	0.814266	1.26109	0.413585	0.610176	0.817141	0.82509	0.578503	0.824293	0.653008	1
SH3BGRL2	3	2	1.35269	1.19216	1.09465	1.11997	1.25719	1.37511	1.27576	1.27022	1.49286	1
COX5A	3	3	1.10296	1.20906	0.850829	1.17772	0.996174	1.10237	0.759478	0.973125	0.881826	1
RHEB	12	5	1.45155	1.43479	1.22034	1.3225	1.17213	1.23796	1.03653	1.34816	1.1562	1
SPHK1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTLL12	1	1	0.493589	1.77337	0.692177	0.903756	0.757631	0.855497	0.739338	0.736369	0.515602	1
MAST2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCRIB	1	1	1.09123	1.01216	0.81259	1.04684	0.939334	1.30358	0.793221	1.07016	1.11216	1
DHPS	16	7	1.15946	1.19932	0.867351	1.0827	1.05281	1.1905	0.919061	1.08772	1.11067	1
CCT3	128	32	1.02995	1.18895	0.702028	0.891237	0.923716	1.05131	0.770886	0.985694	0.91084	1
CTSA	16	5	1.35267	1.40992	1.03168	1.19765	1.19356	1.22935	1.08009	1.21255	1.2006	1
SIAH1	1	1	1.43049	1.46037	0.96849	1.16278	1.06292	0.985539	1.05546	1.37175	1.95728	1
SUMO1	5	3	1.0149	1.35646	0.910427	1.01837	0.989518	1.00413	0.851084	1.11935	1.2213	1
SDF4	3	3	1.60143	1.72739	1.21295	1.2079	1.36363	1.09956	0.904551	1.30155	0.99802	1
NOP58	3	3	1.2688	1.56297	0.804718	1.05422	1.07338	1.13651	0.89092	1.13222	1.0152	1
UBE2D4	2	2	1.12013	1.25936	0.920986	1.1505	1.04214	1.31211	0.927796	1.03331	1.09227	1
WDHD1	1	1	1.39126	1.3201	1.12895	1.27484	1.1889	1.15547	1.13461	1.38589	1.28597	1
MUT	2	2	1.97415	1.82794	1.18113	1.51697	1.12425	1.51495	1.12849	1.3254	1.47917	1
